,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,city,state,sqft_free,$/ft2_living,$/ft,profit
13366,6071300180,2014-07-14,525000.0,5,2.5,2360,10081,1.0,0,0,4,7,1180,1180,1961,0,98006,47.5552,-122.178,2200,10461,Bellevue,WA,7721,222.45762711864407,52.078166848526934,0
13367,6071300500,2014-08-15,550000.0,4,2.5,2060,9719,1.0,0,0,4,8,1320,740,1960,0,98006,47.5549,-122.176,2050,9643,Bellevue,WA,7659,266.99029126213594,56.59018417532668,0
13368,6071300550,2014-08-22,600000.0,4,2.5,2370,9135,1.0,0,0,4,8,1600,770,1967,0,98006,47.5564,-122.177,2050,9468,Bellevue,WA,6765,253.16455696202533,65.68144499178982,0
13369,6071400360,2014-09-08,550000.0,4,2.5,2120,9163,1.0,0,0,4,8,1450,670,1961,0,98006,47.5551,-122.172,2120,9166,Bellevue,WA,7043,259.4339622641509,60.024009603841534,0
13370,6071400710,2015-04-29,648000.0,3,1.75,1610,10229,1.0,0,0,5,8,1610,0,1961,0,98006,47.553,-122.174,2270,8800,Bellevue,WA,8619,402.48447204968943,63.34930100694105,0
13371,6071600270,2014-06-03,495000.0,4,2.25,2220,8872,1.0,0,0,4,8,1110,1110,1961,0,98006,47.5491,-122.17,2220,9106,Bellevue,WA,6652,222.97297297297297,55.79350766456267,0
13372,6071600340,2014-11-13,472800.0,3,2.25,1840,8400,1.0,0,0,3,8,1290,550,1961,0,98006,47.5497,-122.172,2110,8400,Bellevue,WA,6560,256.95652173913044,56.285714285714285,0
13373,6071600370,2015-02-27,500000.0,4,2.25,2030,8517,1.0,0,0,4,8,1380,650,1961,0,98006,47.5495,-122.174,2230,8824,Bellevue,WA,6487,246.30541871921181,58.70611717740989,0
13374,6071600450,2014-11-20,496600.0,4,2.25,2020,8400,1.0,0,0,4,8,1350,670,1961,0,98006,47.5488,-122.171,2060,8400,Bellevue,WA,6380,245.84158415841586,59.11904761904762,0
13375,6071700020,2014-08-27,515000.0,3,2.25,1640,8400,1.0,0,0,4,8,1640,0,1962,0,98006,47.5484,-122.172,2110,8400,Bellevue,WA,6760,314.0243902439024,61.30952380952381,0
13376,6071700160,2014-06-23,603500.0,6,2.75,2660,8400,1.0,0,0,5,8,1550,1110,1962,0,98006,47.549,-122.173,2280,8400,Bellevue,WA,5740,226.8796992481203,71.8452380952381,0
13377,6071800100,2015-03-27,815000.0,6,3.0,2860,17853,1.0,0,0,3,8,1430,1430,1962,2015,98006,47.546,-122.175,1920,13452,Bellevue,WA,14993,284.965034965035,45.650590937097405,0
13378,6071800310,2014-06-19,558000.0,4,2.25,2060,10358,1.0,0,0,4,8,1320,740,1962,0,98006,47.5478,-122.174,2060,9676,Bellevue,WA,8298,270.873786407767,53.87140374589689,0
13379,6071800410,2014-12-01,500000.0,3,1.5,2220,8994,1.0,0,0,4,8,1110,1110,1962,0,98006,47.5473,-122.172,2220,8994,Bellevue,WA,6774,225.22522522522522,55.5926173004225,0
13380,6071800480,2015-03-27,271950.0,3,1.5,1220,8400,1.0,0,0,4,7,1220,0,1962,0,98006,47.5467,-122.173,2110,9119,Bellevue,WA,7180,222.90983606557376,32.375,0
13381,6071900070,2014-06-22,500000.0,4,2.5,2040,8400,1.0,0,0,3,8,1420,620,1963,0,98006,47.5512,-122.17,2540,8925,Bellevue,WA,6360,245.09803921568627,59.523809523809526,0
13382,6071900130,2015-04-15,550000.0,3,1.75,1670,10798,1.0,0,0,4,8,1670,0,1962,0,98006,47.549,-122.17,2290,10798,Bellevue,WA,9128,329.34131736526945,50.93535839970365,0
13383,6072000380,2014-07-01,505000.0,4,2.75,2200,9778,1.0,0,0,4,8,1100,1100,1962,0,98006,47.5472,-122.176,2140,11321,Bellevue,WA,7578,229.54545454545453,51.64655348742074,0
13384,6072000440,2015-02-06,620000.0,5,3.0,2540,11422,1.0,0,0,3,8,1270,1270,1962,2014,98006,47.5459,-122.176,2090,10741,Bellevue,WA,8882,244.09448818897638,54.28121169672562,0
13385,6072000910,2014-08-06,480000.0,3,1.75,1600,8400,1.0,0,0,5,8,1600,0,1963,0,98006,47.5479,-122.179,2210,8400,Bellevue,WA,6800,300.0,57.142857142857146,0
13386,6072100140,2014-10-17,500000.0,3,1.75,1530,8829,1.0,0,0,5,8,1530,0,1972,0,98006,47.545,-122.171,2060,9226,Bellevue,WA,7299,326.797385620915,56.631555102503114,0
13387,6072100490,2014-12-04,527500.0,4,2.25,2270,8480,1.0,0,0,5,8,1310,960,1973,0,98006,47.5448,-122.174,1910,9050,Bellevue,WA,6210,232.37885462555067,62.20518867924528,0
13388,6072100790,2015-04-08,648000.0,5,2.25,2410,12000,2.0,0,0,4,8,2410,0,1973,0,98006,47.5434,-122.175,2080,12000,Bellevue,WA,9590,268.87966804979254,54.0,0
13389,6072300110,2015-04-16,550000.0,3,1.75,1940,8376,1.0,0,0,4,8,1290,650,1963,0,98006,47.5586,-122.173,2400,8674,Bellevue,WA,6436,283.50515463917526,65.66380133715377,0
13390,6072300800,2015-05-05,595000.0,4,1.75,2510,8989,1.0,0,0,4,8,1680,830,1964,0,98006,47.5569,-122.172,2510,8931,Bellevue,WA,6479,237.05179282868525,66.19201245967294,0
13391,6072400280,2014-06-19,619850.0,4,2.5,2270,9247,1.0,0,0,5,8,1500,770,1972,0,98006,47.5602,-122.176,2270,9163,Bellevue,WA,6977,273.0616740088106,67.0325510976533,0
13392,6072400470,2014-11-13,518000.0,4,2.5,2070,10244,1.0,0,0,3,8,1370,700,1969,0,98006,47.5592,-122.178,2070,9683,Bellevue,WA,8174,250.2415458937198,50.56618508395158,0
13393,6072400820,2014-09-26,525000.0,3,1.75,1520,7875,1.0,0,0,5,8,1520,0,1969,0,98006,47.5569,-122.176,2150,9428,Bellevue,WA,6355,345.39473684210526,66.66666666666667,0
13394,6072500050,2014-07-29,560000.0,5,2.5,2880,9000,1.0,0,0,5,8,1440,1440,1966,0,98006,47.5456,-122.179,2010,9000,Bellevue,WA,6120,194.44444444444446,62.22222222222222,0
13395,6072500490,2014-08-01,423800.0,3,2.5,1940,7415,2.0,0,0,3,8,1940,0,1965,0,98006,47.542,-122.176,1940,8425,Bellevue,WA,5475,218.4536082474227,57.15441672285907,0
13396,6072600200,2015-04-17,470500.0,5,2.5,2500,9248,1.0,0,0,3,8,1300,1200,1966,0,98006,47.5415,-122.18,2090,8568,Bellevue,WA,6748,188.2,50.87586505190311,0
13397,6072650250,2015-04-24,555000.0,4,2.25,2220,8125,1.0,0,0,4,8,1450,770,1965,0,98006,47.5429,-122.177,1980,8700,Bellevue,WA,5905,250.0,68.3076923076923,0
13398,6072650290,2015-04-06,560000.0,3,1.75,2340,12443,1.5,0,0,4,8,2340,0,1965,0,98006,47.5432,-122.177,1970,9600,Bellevue,WA,10103,239.31623931623932,45.005223820622035,0
13399,6072700110,2014-05-20,615000.0,4,2.75,2820,13193,1.0,0,0,3,8,1860,960,1965,0,98006,47.5579,-122.174,2580,13193,Bellevue,WA,10373,218.08510638297872,46.61562950049269,0
13400,6072760210,2014-10-02,437850.0,4,2.25,2670,14255,1.0,0,0,4,8,1610,1060,1975,0,98006,47.5623,-122.175,2470,10290,Bellevue,WA,11585,163.98876404494382,30.71553840757629,0
13401,6072760360,2015-03-21,665000.0,4,2.25,2650,8149,1.0,0,0,4,8,1610,1040,1975,0,98006,47.5624,-122.176,2290,8019,Bellevue,WA,5499,250.9433962264151,81.60510492084919,0
13402,6072760390,2015-04-07,547500.0,4,2.5,2610,7254,1.0,0,0,2,8,1610,1000,1975,0,98006,47.5618,-122.176,2250,7407,Bellevue,WA,4644,209.77011494252875,75.47559966914805,0
13403,6072760670,2014-12-03,652450.0,3,2.25,2230,11835,1.0,0,0,5,8,1630,600,1974,0,98006,47.563,-122.178,2190,10384,Bellevue,WA,9605,292.57847533632287,55.128855090832275,0
13404,6072800205,2014-11-19,2375000.0,4,2.5,3220,20251,1.0,0,0,3,10,3220,0,1969,0,98006,47.5692,-122.192,4200,22114,Bellevue,WA,17031,737.5776397515529,117.27815910325415,0
13405,6072800265,2014-08-13,2395000.0,4,3.25,3800,19798,2.0,0,0,3,10,3800,0,1969,2009,98006,47.5684,-122.19,3940,18975,Bellevue,WA,15998,630.2631578947369,120.97181533488231,0
13406,6073200010,2014-06-26,660000.0,3,1.0,1210,9622,1.0,0,1,3,8,1210,0,1955,2009,98006,47.5728,-122.179,1580,9714,Bellevue,WA,8412,545.4545454545455,68.59280814799418,0
13407,6073200020,2015-04-13,485000.0,3,1.0,1020,9835,1.0,0,0,5,7,1020,0,1955,0,98006,47.5728,-122.179,1210,9622,Bellevue,WA,8815,475.4901960784314,49.31367564819522,0
13408,6073200075,2014-07-30,625000.0,3,1.75,1600,9135,1.0,0,0,5,7,1600,0,1955,0,98006,47.5724,-122.179,1580,9800,Bellevue,WA,7535,390.625,68.41817186644772,0
13409,6073230230,2014-12-31,425000.0,3,2.25,1400,6970,2.0,0,0,3,8,1400,0,1984,0,98006,47.542,-122.184,1800,8140,Bellevue,WA,5570,303.57142857142856,60.97560975609756,0
13410,6073240060,2014-10-02,580000.0,4,3.0,3280,11060,2.0,0,0,3,8,2270,1010,1986,0,98056,47.5399,-122.181,2320,11004,Renton,WA,7780,176.82926829268294,52.44122965641953,0
13411,6073300040,2015-01-06,375000.0,4,2.25,2020,12500,2.0,0,0,2,8,2020,0,1966,0,98056,47.5403,-122.175,1800,13175,Renton,WA,10480,185.64356435643563,30.0,0
13412,6073300530,2015-04-28,529950.0,4,2.75,1860,7500,1.0,0,0,5,8,1220,640,1967,0,98056,47.5398,-122.173,2020,8137,Renton,WA,5640,284.9193548387097,70.66,0
13413,6073300750,2014-07-09,480000.0,5,2.75,2550,7725,1.0,0,0,5,8,1390,1160,1967,0,98056,47.5388,-122.171,2450,7725,Renton,WA,5175,188.23529411764707,62.13592233009709,0
13414,6073300790,2015-01-05,383000.0,3,1.5,1340,7725,1.0,0,0,4,8,1340,0,1967,0,98056,47.5389,-122.173,1990,7725,Renton,WA,6385,285.82089552238807,49.579288025889966,0
13415,6073500160,2014-12-10,550000.0,3,1.0,1130,7500,1.0,0,0,3,7,880,250,1947,0,98117,47.6973,-122.389,2190,5250,Seattle,WA,6370,486.72566371681415,73.33333333333333,0
13416,6073500190,2014-08-21,614306.0,2,2.25,2210,5500,1.0,0,0,4,8,1410,800,1968,0,98117,47.697,-122.39,2140,6600,Seattle,WA,3290,277.96651583710405,111.692,0
13417,6075000050,2014-07-16,323000.0,4,1.75,1310,9690,1.0,0,0,4,7,1310,0,1967,0,98011,47.7559,-122.226,2280,9618,Bothell,WA,8380,246.5648854961832,33.333333333333336,0
13418,6076500160,2014-12-23,705000.0,4,2.5,2910,20946,2.0,0,0,4,8,2350,560,1976,0,98034,47.7085,-122.24,2020,11342,Kirkland,WA,18036,242.2680412371134,33.657977656831854,0
13419,6076500220,2014-09-03,400000.0,3,2.25,1180,14258,2.0,0,0,3,7,1180,0,1987,0,98034,47.7112,-122.238,1860,10390,Kirkland,WA,13078,338.9830508474576,28.054425585636135,0
13420,6076500364,2014-09-10,375000.0,3,1.5,1630,16170,1.0,0,0,3,7,1630,0,1988,0,98034,47.7104,-122.235,1630,9931,Kirkland,WA,14540,230.06134969325154,23.19109461966605,0
13421,6079500230,2014-06-12,706000.0,3,2.75,1900,6400,1.0,0,0,5,7,1410,490,1942,0,98105,47.6697,-122.281,1350,6400,Seattle,WA,4500,371.57894736842104,110.3125,0
13422,6082400083,2015-04-30,166000.0,3,1.0,1010,11675,1.0,0,0,3,7,1010,0,1957,0,98168,47.4849,-122.301,1370,10042,Seattle,WA,10665,164.35643564356437,14.218415417558887,0
13423,6082400152,2015-03-04,325000.0,3,2.25,1890,9646,1.0,0,0,3,8,1890,0,1966,0,98168,47.4838,-122.299,1580,9488,Seattle,WA,7756,171.95767195767195,33.692722371967655,0
13424,6082400191,2014-06-19,287000.0,3,2.0,1300,11374,1.5,0,0,5,7,1300,0,1933,0,98168,47.4839,-122.302,1480,9670,Seattle,WA,10074,220.76923076923077,25.232987515385968,0
13425,6082400260,2014-11-12,231500.0,2,1.0,1200,9488,1.0,0,0,5,7,1200,0,1941,0,98168,47.4832,-122.299,1200,9488,Seattle,WA,8288,192.91666666666666,24.399241146711635,0
13426,6083000037,2014-06-13,230000.0,2,1.0,930,7550,1.0,0,0,3,6,930,0,1986,0,98168,47.4866,-122.303,1370,10176,Seattle,WA,6620,247.31182795698925,30.4635761589404,0
13427,6083000050,2014-06-13,235000.0,3,1.75,1900,8540,1.0,0,0,3,6,950,950,1980,0,98168,47.4868,-122.303,1370,10204,Seattle,WA,6640,123.6842105263158,27.517564402810304,0
13428,6083000071,2014-11-10,195000.0,3,2.0,1230,8235,1.5,0,0,3,6,1230,0,1959,0,98168,47.4853,-122.304,1080,10281,Seattle,WA,7005,158.53658536585365,23.67941712204007,0
13429,6083000083,2014-06-11,248000.0,5,1.5,1510,9078,1.0,0,0,4,7,1510,0,1959,0,98168,47.4852,-122.305,1480,9078,Seattle,WA,7568,164.23841059602648,27.31879268561357,0
13430,6083000123,2015-05-04,158000.0,3,1.0,1140,10477,1.0,0,0,3,6,1140,0,1942,0,98168,47.4874,-122.306,1190,9750,Seattle,WA,9337,138.59649122807016,15.080652858642742,0
13431,6084200060,2015-03-13,400000.0,3,2.5,2120,3757,2.0,0,0,3,7,2120,0,2006,0,98059,47.4787,-122.128,2230,4103,Renton,WA,1637,188.67924528301887,106.4679265371307,0
13432,6084200080,2014-05-28,395000.0,3,2.5,2250,3757,2.0,0,0,3,7,2250,0,2006,0,98059,47.4787,-122.129,2250,4556,Renton,WA,1507,175.55555555555554,105.13707745541656,0
13433,6084200100,2014-08-01,400000.0,3,2.5,2120,3742,2.0,0,0,3,7,2120,0,2006,0,98059,47.4787,-122.129,2250,4696,Renton,WA,1622,188.67924528301887,106.89470871191877,0
13434,6084600330,2014-08-29,260000.0,3,1.75,1670,8511,1.0,0,0,3,7,1340,330,1985,0,98001,47.3257,-122.276,1580,7218,Auburn,WA,6841,155.688622754491,30.548701680178592,0
13435,6084600420,2014-09-05,245000.0,4,2.25,2190,9113,2.0,0,0,3,7,2190,0,1986,0,98001,47.3241,-122.275,1570,8306,Auburn,WA,6923,111.87214611872146,26.884670251289368,0
13436,6084600660,2014-07-18,263000.0,3,2.5,1720,6847,2.0,0,0,3,7,1720,0,1987,0,98001,47.3266,-122.272,1610,7790,Auburn,WA,5127,152.90697674418604,38.410982912224334,0
13437,6084601060,2014-07-18,270000.0,3,2.5,1770,8640,1.0,0,0,3,7,1420,350,1986,0,98001,47.326,-122.273,1894,7974,Auburn,WA,6870,152.54237288135593,31.25,0
13438,6085000130,2015-03-21,230000.0,3,1.0,1140,9639,1.0,0,0,4,7,1140,0,1967,0,98001,47.3112,-122.265,1140,9639,Auburn,WA,8499,201.75438596491227,23.861396410416017,0
13439,6087100070,2014-05-23,661254.0,4,4.0,2290,6250,1.5,0,0,5,7,1690,600,1940,0,98116,47.5824,-122.384,1920,4335,Seattle,WA,3960,288.7572052401747,105.80064,0
13440,6093000065,2014-05-19,485000.0,3,1.75,2200,7706,2.0,0,2,3,7,2200,0,1908,1988,98198,47.3878,-122.326,1170,70973,Seattle,WA,5506,220.45454545454547,62.93797041266546,0
13441,6093900280,2014-05-07,209950.0,3,1.5,1380,11130,1.0,0,0,3,7,1380,0,1960,0,98003,47.3146,-122.323,1380,9200,Federal Way,WA,9750,152.13768115942028,18.863432165318958,0
13442,6096500105,2015-04-30,1545000.0,4,2.25,2640,3000,2.0,0,0,3,7,2080,560,1908,0,98109,47.6313,-122.344,1910,3000,Seattle,WA,360,585.2272727272727,515.0,0
13443,6099400030,2015-01-14,320000.0,3,1.75,2300,41900,1.0,0,0,4,8,1310,990,1939,0,98168,47.477,-122.292,1160,8547,Seattle,WA,39600,139.1304347826087,7.637231503579952,0
13444,6099400053,2014-05-29,145000.0,3,1.0,1010,5490,1.0,0,0,3,6,1010,0,1954,0,98168,47.4762,-122.293,1740,10658,Seattle,WA,4480,143.56435643564356,26.41165755919854,0
13445,6099400140,2014-09-04,230000.0,5,1.0,1920,19040,1.0,0,0,3,7,1160,760,1961,0,98168,47.4756,-122.294,1920,11520,Seattle,WA,17120,119.79166666666667,12.079831932773109,0
13446,6099400293,2014-12-08,208000.0,2,1.0,960,13438,1.0,0,0,3,7,960,0,1951,0,98168,47.4745,-122.295,1630,11656,Seattle,WA,12478,216.66666666666666,15.478493823485637,0
13447,6102400166,2014-09-05,649000.0,3,2.0,1810,17006,2.0,1,4,3,8,1810,0,1913,1987,98166,47.4663,-122.369,2180,24911,Seattle,WA,15196,358.56353591160223,38.16300129366106,0
13448,6111400020,2015-03-30,410000.0,4,2.0,2010,9474,2.0,0,0,3,7,2010,0,1953,2003,98166,47.4234,-122.342,2140,10164,Seattle,WA,7464,203.98009950248758,43.276335233270004,0
13449,6112300140,2014-05-14,530000.0,4,2.75,2450,15002,1.0,0,0,5,9,2450,0,1974,0,98166,47.4268,-122.343,2650,15055,Seattle,WA,12552,216.3265306122449,35.32862285028663,0
13450,6113400046,2014-07-23,389999.0,4,2.5,1890,15770,2.0,0,0,4,7,1890,0,1968,0,98166,47.4281,-122.343,2410,15256,Seattle,WA,13880,206.34867724867726,24.730437539632213,0
13451,6113400047,2015-03-31,530000.0,4,2.25,2410,14985,1.0,0,1,4,7,1950,460,1965,0,98166,47.4278,-122.343,2510,15256,Seattle,WA,12575,219.91701244813277,35.3687020353687,0
13452,6114400028,2014-06-18,403500.0,5,2.5,3600,17300,1.0,0,0,4,8,2410,1190,1968,0,98166,47.4468,-122.341,2620,30200,Seattle,WA,13700,112.08333333333333,23.32369942196532,0
13453,6114400136,2014-07-14,608250.0,4,2.75,3030,21780,2.0,0,0,3,8,3030,0,1986,0,98166,47.4481,-122.338,3020,28027,Seattle,WA,18750,200.74257425742573,27.926997245179063,0
13454,6114400142,2015-02-26,484000.0,5,2.5,3600,20001,2.0,0,0,4,9,3600,0,1976,0,98166,47.4484,-122.339,2860,21780,Seattle,WA,16401,134.44444444444446,24.198790060496975,0
13455,6114600030,2014-05-20,675000.0,4,3.0,2690,28300,1.0,0,0,3,8,2690,0,1954,1999,98166,47.4458,-122.343,2820,27100,Seattle,WA,25610,250.92936802973978,23.851590106007066,0
13456,6115400008,2015-02-26,587500.0,4,1.75,2500,20868,1.0,0,2,3,8,1600,900,1956,0,98166,47.431,-122.338,2170,15026,Seattle,WA,18368,235.0,28.153153153153152,0
13457,6116500028,2015-05-03,431000.0,3,1.75,1630,9000,1.0,0,0,4,7,1630,0,1956,0,98166,47.4521,-122.36,1600,11120,Seattle,WA,7370,264.4171779141104,47.888888888888886,0
13458,6116500075,2015-03-26,673000.0,4,2.5,2990,10400,2.0,0,0,3,9,2990,0,2002,0,98166,47.4508,-122.359,2140,17449,Seattle,WA,7410,225.08361204013377,64.71153846153847,0
13459,6116500290,2014-07-14,799950.0,6,2.75,3040,36721,1.0,0,3,4,9,1760,1280,1958,0,98166,47.4488,-122.356,2420,21075,Seattle,WA,33681,263.14144736842104,21.784537458130224,0
13460,6116500300,2014-09-10,525000.0,3,1.75,2870,26500,1.5,0,1,3,8,2870,0,1948,1981,98166,47.4485,-122.355,2420,20500,Seattle,WA,23630,182.9268292682927,19.81132075471698,0
13461,6116500341,2015-01-12,419000.0,4,1.5,2150,23568,1.0,0,0,4,7,2150,0,1950,0,98166,47.4522,-122.355,2150,10125,Seattle,WA,21418,194.88372093023256,17.778343516632724,0
13462,6116500366,2015-04-01,439000.0,3,1.0,1530,19007,1.0,0,0,4,8,1290,240,1949,0,98166,47.4508,-122.352,2090,20962,Seattle,WA,17477,286.9281045751634,23.096753827537224,0
13463,6117500025,2015-02-17,530000.0,5,2.75,3230,13572,1.0,0,2,3,8,1880,1350,1965,0,98166,47.4393,-122.347,2910,15292,Seattle,WA,10342,164.08668730650155,39.050987326849395,0
13464,6117500160,2015-03-17,425000.0,3,1.5,1570,12412,1.0,0,3,3,8,1570,0,1954,0,98166,47.438,-122.349,2130,12412,Seattle,WA,10842,270.70063694267515,34.241057041572674,0
13465,6117500320,2014-07-08,1131000.0,3,2.25,2790,13791,1.0,0,3,3,8,2790,0,2006,0,98166,47.4389,-122.351,2720,12600,Seattle,WA,11001,405.3763440860215,82.01000652599521,0
13466,6117500430,2014-08-19,925000.0,5,3.5,4050,13495,1.0,0,2,4,9,2230,1820,1988,0,98166,47.4384,-122.352,3210,13495,Seattle,WA,9445,228.39506172839506,68.54390515005558,0
13467,6117500460,2014-06-30,1309500.0,4,2.5,2680,12215,1.0,1,4,3,9,1590,1090,1956,0,98166,47.4396,-122.353,2960,19964,Seattle,WA,9535,488.6194029850746,107.20425706099059,0
13468,6117500785,2014-07-22,590000.0,3,2.25,2300,12430,1.0,0,2,4,8,1580,720,1960,0,98166,47.435,-122.347,2500,12430,Seattle,WA,10130,256.5217391304348,47.46580852775543,0
13469,6117500955,2015-02-04,445500.0,4,1.5,2210,10497,1.0,0,0,4,8,1650,560,1953,0,98166,47.4321,-122.347,1840,12697,Seattle,WA,8287,201.5837104072398,42.44069734209774,0
13470,6117500980,2014-08-18,449000.0,4,2.75,2090,14141,1.5,0,0,4,8,1680,410,1941,0,98166,47.4333,-122.347,1990,12920,Seattle,WA,12051,214.83253588516746,31.751644155293118,0
13471,6117501015,2014-06-06,387500.0,3,1.0,1560,14333,1.0,0,0,4,7,1560,0,1953,0,98166,47.432,-122.348,1640,14333,Seattle,WA,12773,248.39743589743588,27.035512453777994,0
13472,6117501176,2015-01-02,500000.0,4,2.5,2230,26989,1.0,0,1,4,8,1400,830,1962,0,98166,47.4285,-122.345,2570,17702,Seattle,WA,24759,224.2152466367713,18.526066175108376,0
13473,6117501250,2014-08-01,569000.0,4,1.75,2400,21196,1.0,0,0,5,8,1590,810,1956,0,98166,47.4282,-122.347,2200,19134,Seattle,WA,18796,237.08333333333334,26.844687676920174,0
13474,6117501755,2014-12-30,355000.0,4,1.5,2230,11536,1.0,0,1,4,7,1220,1010,1954,0,98166,47.4409,-122.348,2170,12465,Seattle,WA,9306,159.1928251121076,30.773231622746184,0
13475,6117501820,2015-04-28,435000.0,2,1.0,790,11234,1.0,0,0,4,6,790,0,1942,0,98166,47.4413,-122.349,1930,11871,Seattle,WA,10444,550.632911392405,38.72173758233933,0
13476,6117502220,2014-11-17,1575000.0,3,3.0,2610,22672,1.5,1,4,4,8,2610,0,1952,0,98166,47.4414,-122.354,2810,22672,Seattle,WA,20062,603.448275862069,69.46894848270995,0
13477,6117502455,2014-05-13,375000.0,3,1.0,1190,9486,1.0,0,0,4,7,1190,0,1953,0,98166,47.4319,-122.339,2100,10400,Seattle,WA,8296,315.12605042016804,39.53194180898166,0
13478,6117502727,2014-09-02,738000.0,5,3.5,2790,16952,2.0,0,2,3,10,1970,820,1991,0,98166,47.4384,-122.347,2980,17281,Seattle,WA,14162,264.51612903225805,43.534686172722985,0
13479,6117502745,2015-02-24,430000.0,2,1.75,1840,14874,1.0,0,2,3,8,1300,540,1952,0,98166,47.4382,-122.348,2920,15084,Seattle,WA,13034,233.69565217391303,28.90950652144682,0
13480,6117900010,2014-12-31,755000.0,3,3.25,3450,15586,2.0,0,0,3,11,2690,760,1989,0,98166,47.4294,-122.343,3560,15046,Seattle,WA,12136,218.84057971014494,48.44090850763506,0
13481,6117900120,2015-03-17,760000.0,3,3.25,3320,15022,2.0,0,0,3,10,3320,0,1989,0,98166,47.429,-122.341,3430,15018,Seattle,WA,11702,228.9156626506024,50.59246438556784,0
13482,6118600045,2014-08-25,350000.0,4,2.0,2060,13400,1.0,0,2,4,8,2060,0,1957,0,98166,47.4404,-122.34,1950,10370,Seattle,WA,11340,169.90291262135923,26.119402985074625,0
13483,6119200085,2014-06-12,495000.0,3,2.0,1769,9300,1.0,0,0,4,7,1769,0,1955,2009,98166,47.441,-122.342,1870,10226,Seattle,WA,7531,279.8191068400226,53.225806451612904,0
13484,6119700030,2015-05-08,699950.0,4,3.25,3674,12793,2.0,0,1,3,9,3674,0,1987,0,98166,47.4357,-122.343,3220,13100,Seattle,WA,9119,190.5144256940664,54.71351520362698,0
13485,6119700150,2014-11-12,765000.0,4,2.5,3140,16200,1.0,0,1,3,9,2570,570,1988,0,98166,47.4363,-122.342,2530,13200,Seattle,WA,13060,243.63057324840764,47.22222222222222,0
13486,6121000090,2014-06-16,295000.0,3,1.75,1770,8235,1.0,0,0,3,7,1030,740,1960,0,98148,47.4323,-122.328,1560,8918,Seattle,WA,6465,166.66666666666666,35.82270795385549,0
13487,6121000110,2014-06-03,193000.0,3,1.5,1180,9048,1.0,0,0,3,7,1180,0,1960,0,98148,47.4327,-122.328,1460,8942,Seattle,WA,7868,163.5593220338983,21.330680813439436,0
13488,6121800050,2014-10-29,195000.0,4,1.5,2170,9948,2.0,0,0,3,7,2170,0,1952,0,98148,47.4263,-122.331,1500,9750,Seattle,WA,7778,89.86175115207374,19.60193003618818,0
13489,6121800060,2014-09-10,260000.0,3,1.5,1320,9750,1.0,0,0,3,7,1320,0,1954,0,98148,47.4267,-122.331,1530,9750,Seattle,WA,8430,196.96969696969697,26.666666666666668,0
13490,6121800065,2014-11-04,289000.0,3,1.75,1580,9750,1.0,0,0,5,7,1580,0,1954,0,98148,47.427,-122.331,1460,9750,Seattle,WA,8170,182.91139240506328,29.641025641025642,0
13491,6123000070,2014-07-09,310000.0,3,1.5,1460,9908,1.0,0,0,3,7,1460,0,1952,0,98148,47.4275,-122.331,1420,9582,Seattle,WA,8448,212.32876712328766,31.287848203471942,0
13492,6123000090,2014-09-08,267000.0,3,1.5,1030,8223,1.0,0,0,4,7,1030,0,1952,0,98148,47.4282,-122.331,1460,9463,Seattle,WA,7193,259.22330097087377,32.46990149580445,0
13493,6123000225,2014-06-25,260000.0,3,1.5,1580,8184,1.0,0,0,3,7,1140,440,1954,0,98148,47.4294,-122.331,1540,9476,Seattle,WA,6604,164.55696202531647,31.76930596285435,0
13494,6123600090,2014-05-19,251200.0,4,1.5,1310,8250,1.0,0,0,3,7,1060,250,1953,0,98148,47.425,-122.332,1260,8255,Seattle,WA,6940,191.75572519083968,30.44848484848485,0
13495,6123600100,2014-12-15,191000.0,3,1.0,990,8255,1.0,0,0,3,7,990,0,1953,0,98148,47.425,-122.331,1180,9750,Seattle,WA,7265,192.92929292929293,23.13749242883101,0
13496,6123600285,2014-11-07,185000.0,3,1.5,1010,7755,1.0,0,0,3,6,1010,0,1953,0,98148,47.4238,-122.332,1270,8350,Seattle,WA,6745,183.16831683168317,23.855577047066408,0
13497,6126500060,2014-11-24,329950.0,3,1.75,2080,5969,1.0,0,2,3,7,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500,Seattle,WA,3889,158.62980769230768,55.27726587368068,0
13498,6126600950,2014-07-17,470000.0,3,3.25,1740,1693,2.0,0,0,3,8,1360,380,2007,0,98116,47.558,-122.382,1130,1626,Seattle,WA,-47,270.11494252873564,277.61370348493796,0
13499,6126601380,2015-02-22,490000.0,2,1.0,1760,5250,1.0,0,2,4,7,1000,760,1951,0,98126,47.5577,-122.379,1760,5400,Seattle,WA,3490,278.40909090909093,93.33333333333333,0
13500,6126601445,2014-05-30,490000.0,3,1.75,1920,5405,1.0,0,2,4,7,960,960,1947,0,98126,47.5583,-122.38,1190,5405,Seattle,WA,3485,255.20833333333334,90.65679925994449,0
13501,6127000480,2014-09-18,720000.0,5,3.5,4140,7642,2.0,0,0,3,8,4140,0,2003,0,98075,47.591,-122.008,3330,6953,Sammamish,WA,3502,173.91304347826087,94.2161737764983,0
